person;id;user_frame;pre_user_frame;system_frame;pre_system_frame;Polite;Human;Detailed;query;response;preresponse;sarcasm;rephrasing;task;condition
VP2.1T;443;2.1;2.1;2.1;2.1;;;;Fuer mich alleine;Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;6;text
VP2.1T;444;2.1;2.1;2.1;2.1;;;;Bin offen fuer alles;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;0;0;6;text
VP2.1T;445;2.1;2.1;2.2;2.1;;;;Immer vegan;Gibt es spezielle Zutaten, die du magst? Wie beispielsweise Szechuan Pfeffer oder Tamarinde?;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;0;0;6;text
VP2.1T;446;2.2;2.1;0;2.2;;;;Pfeffer, Chilli, Kurkuma, Ingwer ubd Koriander;Ich glaube da war ein Rechtschreibfehler. Was meintest du?;Gibt es spezielle Zutaten, die du magst? Wie beispielsweise Szechuan Pfeffer oder Tamarinde?;0;1;6;text
VP2.1T;447;2.2;2.2;3.1;0;;;;Pfeffer, Chilli, Kurkuma, Ingwer und Koriander;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Alu Chana Masala"". Wie klingt das fuer dich?";Ich glaube da war ein Rechtschreibfehler. Was meintest du?;0;1;6;text
VP2.1T;448;3.1;2.2;3.2;3.1;0;;;Gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Alu Chana Masala"". Wie klingt das fuer dich?";0;0;6;text
VP2.1T;449;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;6;text
VP2.1T;450;3.3;3.2;3.3;3.3;;;;Sehr gut;Moechtest du das Rezept sehen?;Zutatenliste/Wie findest du die Zutaten?;0;0;6;text
VP2.1T;451;3.3;3.3;3.4;3.3;;;;Ja;Rezept;Moechtest du das Rezept sehen?;0;0;6;text
VP2.4T;452;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fŸr dich tun?;;0;0;4;text
VP2.4T;453;2.1;1;2.1;1;0;1;1;Suche nach Rezept fŸr ein leichtes Gericht;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fŸr dich tun?;0;0;4;text
VP2.4T;454;2.1;2.1;2.1;2.1;;;;10 Minuten;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;4;text
VP2.4T;455;2.1;2.1;2.2;2.1;;;;Salat;Was sind deine Lieblingszutaten?;Auf was hast du Lust?;0;0;4;text
VP2.4T;456;2.2;2.1;3.1;2.2;;;;Tomaten Zwiebeln Mozzarella Feldsalat;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden : "" Salat im Glas / Salat fŸrs BŸro ""Griechischer Salat"" Wie klingt das fŸr dich? """;Was sind deine Lieblingszutaten?;0;0;4;text
VP2.4T;457;3.1;2.2;3.2;3.1;0;;;Ja klingt super;Mšchtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden : "" Salat im Glas / Salat fŸrs BŸro ""Griechischer Salat"" Wie klingt das fŸr dich? """;0;0;4;text
VP2.4T;458;3.2;3.1;3.3;3.2;;;;JA;Zutatenliste / Wie gefallen dir die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;4;text
VP2.4T;459;3.3;3.2;3.4;3.3;;;;JA PASST;Rezept;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;4;text
VP2.4T;460;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fŸr dich tun?;;0;0;5;text
VP2.4T;461;2.1;1;2.1;1;1;1;1;Suche nach einem leichten Abendgericht bitte;Erwartest du Besuch oder kochst du fŸr dich allein?;Hallo! Was kann ich fŸr dich tun?;0;0;5;text
VP2.4T;462;2.1;2.1;2.1;2.1;;;;FŸr mich allein;Zu was fŸr Rezepten greifst du normalerweise, wenn du etwas kochen mšchtest?;Erwartest du Besuch oder kochst du fŸr dich allein?;0;0;5;text
VP2.4T;463;2.2;2.1;3.1;2.1;;;;Brot Schinken Ei Schnittlauch;"Du hast erwŠhnt, dass du Brot, Schinken, Ei, Schnittlauch magst, wie klingt ""†berraschungsbrot"" fŸr dich?";Zu was fŸr Rezepten greifst du normalerweise, wenn du etwas kochen mšchtest?;0;0;5;text
VP2.4T;464;3.1;2.2;3.2;3.1;0;;;klingt gut ;Mšchtest du die Zutatenliste sehen?;"Du hast erwŠhnt, dass du Brot, Schinken, Ei, Schnittlauch magst, wie klingt ""†berraschungsbrot"" fŸr dich?";0;0;5;text
VP2.4T;465;3.2;3.1;3.3;3.2;;;;ja bitte;Zutatenliste / Wie gefallen dir die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;5;text
VP2.4T;466;3.3;3.2;3.4;3.3;;;;perfekt;Rezept;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;5;text
VP2.4T;467;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fŸr dich tun?;;0;0;6;text
VP2.4T;468;2.1;1;2.2;1;0;1;1;Suche einem Abendgericht das einfach zu zubereiten ist;Welche Zutaten wŸrdest du niemals benŸtzen?;Hallo! Was kann ich fŸr dich tun?;0;0;6;text
VP2.4T;469;2.2;2.1;2.1;2.2;;;;Champignons;Wie stehst du zu regionaler KŸche?;Welche Zutaten wŸrdest du niemals benŸtzen?;0;0;6;text
VP2.4T;470;2.1;2.2;2.2;2.1;;;;gefŠllt mir;Was sind deine Lieblingszutaten?;Wie stehst du zu regionaler KŸche?;0;0;6;text
VP2.4T;471;2.2;2.1;3.1;2.2;;;;Krautsalat Ei KŠse Tomaten;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden: "" Low-Carb HŠhnchen-Dšner-Rolle "" Wie klingt das fŸr dich?";Was sind deine Lieblingszutaten?;0;0;6;text
VP2.4T;472;3.1;2.2;3.2;3.1;0;;;Klingt nicht schlecht;Mšchtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden: "" Low-Carb HŠhnchen-Dšner-Rolle "" Wie klingt das fŸr dich?";0;0;6;text
VP2.4T;473;3.2;3.1;3.3;3.2;;;;ja;Zutatenliste / Wie gefallen dir die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;6;text
VP2.4T;474;3.3;3.2;3.4;3.3;;;;passt;Rezept;Zutatenliste / Wie gefallen dir die Zutaten?;0;0;6;text
VP2.5T;475;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fŸr dich tun?;;0;0;2;text
VP2.5T;476;2.1;1;3.1;1;0;1;1;Ich brauche ein Rezept fŸr Mohnkuchen mit Streusel;"Wie klingt ""Schneller Mohnkuchen mit Streuseln"" fŸr dich?";Hallo! Was kann ich fŸr dich tun?;0;0;2;text
VP2.5T;477;3.1;2.1;3.2;3.1;0;;;gut;Mšchtest du die Zutatenliste sehen?;"Wie klingt ""Schneller Mohnkuchen mit Streuseln"" fŸr dich?";0;0;2;text
VP2.5T;478;3.2;3.1;3.3;3.2;;;;ja;Zutatenliste / Wie findest du die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;2;text
VP2.5T;479;3.3;3.2;3.3;3.3;;;;gut, aber Milch gegen Mandelmilch austauschen;Mšchtest du das Rezept sehen?;Zutatenliste / Wie findest du die Zutaten?;0;0;2;text
VP2.5T;480;3.3;3.3;3.4;3.3;;;;ja;Rezept;Mšchtest du das Rezept sehen?;0;0;2;text
VP2.5T;481;4;3.3;-1;3.4;;;;gutes Rezept, bis auf das Austauschen der Milch und Margarine statt Butter;NaN;Rezept;0;0;2;text
VP2.5T;482;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fŸr dich tun?;;0;0;3;text
VP2.5T;483;2.1;1;3.1;1;0;1;1;schnelles Rezept fŸr Nudeln mit Tomatenso§e;"Wie klingt ""Nudeln in leichter, sŠmiger Thunfisch-Tomaten-KŠse Sauce"" fŸr dich?";Hallo! Was kann ich fŸr dich tun?;0;0;3;text
VP2.5T;484;2.2;2.1;3.1;3.1;;;;ohne KŠse, ohne Fisch, ohne Champignon;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden: ""Nudeln in Tomatenso§e"" Wie klingt das fŸr dich?";"Wie klingt ""Nudeln in leichter, sŠmiger Thunfisch-Tomaten-KŠse Sauce"" fŸr dich?";0;0;3;text
VP2.5T;485;3.1;2.2;3.2;3.1;0;;;sehr gut!;Mšchtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden: ""Nudeln in Tomatenso§e"" Wie klingt das fŸr dich?";0;0;3;text
VP2.5T;486;3.2;3.1;3.4;3.2;;;;gleich das Rezept;Rezept;Mšchtest du die Zutatenliste sehen?;0;0;3;text
VP2.5T;487;4;3.2;-1;3.4;;;;klingt gut;NaN;Rezept;0;0;3;text
VP2.5T;488;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fŸr dich tun?;;0;0;5;text
VP2.5T;489;2.1;1;3.1;1;0;1;2;zeige mir die Zubereitung fŸr ein WŸrstlgulasch ohne Champignon und einen Vorschlag fŸr Beilage;"Wie klingt ""Wurstgulasch"" fŸr dich?";Hallo! Was kann ich fŸr dich tun?;0;0;5;text
VP2.5T;490;3.1;2.1;3.2;3.1;0;;;gut;Mšchtest du die Zutatenliste sehen?;"Wie klingt ""Wurstgulasch"" fŸr dich?";0;0;5;text
VP2.5T;491;3.2;3.1;3.3;3.2;;;;hŠtte ich gerne, ja;Zutatenliste / Wie findest du die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;5;text
VP2.5T;492;3.3;3.2;3.3;3.3;;;;Zutaten sind super;Mšchtest du das Rezept sehen?;Zutatenliste / Wie findest du die Zutaten?;0;0;5;text
VP2.5T;493;3.3;3.3;3.4;3.3;;;;ja bitte;Rezept;Mšchtest du das Rezept sehen?;0;0;5;text
VP2.5T;494;4;3.3;;3.4;;;;gut super;NaN;Rezept;0;0;5;text
VP2.6T;495;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fŸr dich tun?;;0;0;3;text
VP2.6T;496;2.1;1;2.1;1;0;1;0;ich brauche was schnelles zu essen;Auf was hast du Lust?;Hallo! Was kann ich fŸr dich tun?;0;0;3;text
VP2.6T;497;2.1;2.1;3.1;2.1;;;;ein belegtes brot mit fleisch und frischkŠse;"Wie klingt ""Philadelphia-Bacon-Toast"" fŸr dich?";Auf was hast du Lust?;0;0;3;text
VP2.6T;498;3.1;2.1;3.2;3.1;0;;;sehr gut!;Mšchtest du die Zutatenliste sehen?;"Wie klingt ""Philadelphia-Bacon-Toast"" fŸr dich?";0;0;3;text
VP2.6T;499;3.2;3.1;3.3;3.2;;;;ja bitte;Zutatenliste/ Wie findest du die Zutaten?;Mšchtest du die Zutatenliste sehen?;0;0;3;text
VP2.6T;500;3.3;3.2;3.4;3.3;;;;gefallen mir;Rezept;Zutatenliste/ Wie findest du die Zutaten?;0;0;3;text
VP2.6T;501;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fŸr dich tun?;;0;0;2;text
VP2.6T;502;2.1;1;3.1;1;0;1;1;zeige mir ein einfaches marmorkuchen rezept;"Wie klingt ""Marmorkuchen nach Frieda"" fŸr dich?";Hallo! Was kann ich fŸr dich tun?;0;0;2;text
VP2.6T;503;3.2;2.1;3.2;3.1;;;;zeige mir die zutatenliste;Zutatenliste / Wie findest du die Zutaten?;"Wie klingt ""Marmorkuchen nach Frieda"" fŸr dich?";0;0;2;text
VP2.6T;504;3.3;3.2;3.3;3.2;;;;gut, ich werde die milch und butter ersetzen ;Mšchtest du das Rezept sehen?;Zutatenliste / Wie findest du die Zutaten?;0;0;2;text
VP2.6T;505;3.3;3.3;3.4;3.3;;;;ja;Rezept;Mšchtest du das Rezept sehen?;0;0;2;text
VP2.6T;506;1;-1;1;-1;;;;Hey Telefood;Hallo! Was kann ich fŸr dich tun?;;0;0;4;text
VP2.6T;507;2.1;1;3.1;1;0;1;0;zeig mir ein bananen smoothie rezept;"Wie klingt ""erdbeer-bananen smoothie"" fŸr dich?";Hallo! Was kann ich fŸr dich tun?;0;0;4;text
VP2.6T;508;3.1;2.1;2.2;3.1;0;;;ich mag keine erdbeeren;Welche Zutaten wŸrdest du niemals benŸtzen?;"Wie klingt ""erdbeer-bananen smoothie"" fŸr dich?";0;0;4;text
VP2.6T;509;2.2;3.1;3.1;2.2;;;;Erdbeeren und Ingwer;"Mit den Zutaten die du mir genannt hast habe ich folgendes Rezept gefunden ""Kiwi-Bananen Smoothie"". Wie klingt das fŸr dich?";Welche Zutaten wŸrdest du niemals benŸtzen?;0;0;4;text
VP2.6T;510;3.1;2.2;3.4;3.1;0;;;klingt lecker zeig mir das Rezept;Rezept;"Mit den Zutaten die du mir genannt hast habe ich folgendes Rezept gefunden ""Kiwi-Bananen Smoothie"". Wie klingt das fŸr dich?";0;0;4;text
VP1.2A;511;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;1;audio
VP1.2A;512;2.1;1;2.1;1;0;1;1;Ich suche ein Rezept fuer einen Veganer. In vier Stunden braeuchte ich das Ganze;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;1;audio
VP1.2A;513;2.1;2.1;2.1;2.1;;;;Irgendwas mit Kartoffeln;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;1;audio
VP1.2A;514;2.1;2.1;2.1;2.1;;;;Normal, also jetzt nicht extrem aber ich kann schon kochen. Einbischen.;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;1;audio
VP1.2A;515;2.1;2.1;2.1;2.1;;;;Ich koche fuer drei Personen;Wie stehst du zu deftimen/leichtem/saisonalem Essen?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;1;audio
VP1.2A;516;2.1;2.1;2.2;2.1;;;;Lieber leichtes Essen;Was sind deine Lieblingszutaten?;Wie stehst du zu deftimen/leichtem/saisonalem Essen?;0;0;1;audio
VP1.2A;517;2.2;2.1;3.1;2.2;;;;Kartoffeln und Tomaten und Rotwein;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden. ""Veganer Eintopf mit roten Linsen, Kidneybohnen und Kartoffeln"" Wie klingt das fuer dich?";Was sind deine Lieblingszutaten?;0;0;1;audio
VP1.2A;518;3.1;2.2;3.2;3.1;0;;;Find ich gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden. ""Veganer Eintopf mit roten Linsen, Kidneybohnen und Kartoffeln"" Wie klingt das fuer dich?";0;0;1;audio
VP1.2A;519;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste/ Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;1;audio
VP1.2A;520;3.3;3.2;3.3;3.3;;;;Find ich gut;Moechtest du das Rezept sehen?;Zutatenliste/ Wie gefallen dir die Zutaten?;0;0;1;audio
VP1.2A;521;3.3;3.3;3.4;3.3;;;;Ja moechte ich;Link;Moechtest du das Rezept sehen?;0;0;1;audio
VP1.8A;522;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;1;audio
VP1.8A;523;2.1;1;2.1;1;0;1;1;Ich suche ein veganes Rezept fuer drei Personen;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;1;audio
VP1.8A;524;2.2;2.1;2.1;2.1;;;;Zucchini, einen haufen Zucchini;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Auf was hast du Lust?;0;0;1;audio
VP1.8A;525;2.1;2.2;2.1;2.1;;;;schlecht;Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;1;audio
VP1.8A;526;2.1;2.1;3.1;2.1;;;;Ueberbacken;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""ueberbackene Zuccinischeiben mit Tomaten-Chili-Sahne-SoÌÙe"". Wie klingt das fuer dich?";Gibt es spezielle Zubereitungsarten, die du magst oder welche die du nicht Anwenden moechtest?;0;0;1;audio
VP1.8A;527;3.1;2.1;3.2;3.1;0;;;Das klingt sehr gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""ueberbackene Zuccinischeiben mit Tomaten-Chili-Sahne-SoÌÙe"". Wie klingt das fuer dich?";0;0;1;audio
VP1.8A;528;3.2;3.1;3.3;3.2;;;;ja, bitte;Zutatenliste/ Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;1;audio
VP1.8A;529;3.3;3.2;3.3;3.3;;;;sehr gut;Moechtest du das Rezept sehen?;Zutatenliste/ Wie gefallen dir die Zutaten?;0;0;1;audio
VP1.8A;530;3.3;3.3;3.4;3.3;;;;ja, bitte;Rezept;Moechtest du das Rezept sehen?;0;0;1;audio
VP1.9A;531;1;-1;1;-1;;;;Hey TeleFood ;Hallo! Was kann ich fuer dich tun?;;0;0;1;audio
VP1.9A;532;2.1;1;2.1;1;1;2;2;ich wuerde gerne fuer zwei, fuer mich und zwei meiner Freunde kochen. Zeitdruck habe ich keinen und das Rezept sollte vegan sein.;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;;;;
VP1.9A;533;2.1;2.1;2.2;2.1;;;;Da ich keinen Zeitdruck habe etwas ausgefallenes;Welches Gemuese magst du?;Auf was hast du Lust?;0;0;1;audio
VP1.9A;534;2.2;2.1;2.2;2.2;;;;Spargel waere ganz gut;Was sind deine Lieblingszutaten?;Welches Gemuese magst du?;0;0;1;audio
VP1.9A;535;2.2;2.2;3.1;2.2;;;;Kartoffeln, Spargel und dann was noch so ansteht;"Du hast erwaehnt, dass du Spargel, Kartoffeln magst, wie klingt ""Spargel-Kartoffel-Salat ""Fruehling"" "" fuer dich?";Was sind deine Lieblingszutaten?;0;0;1;audio
VP1.9A;536;3.1;2.2;3.2;3.1;0;;;Klingt gut;Moechtest du die Zutatenliste sehen?;"Du hast erwaehnt, dass du Spargel, Kartoffeln magst, wie klingt ""Spargel-Kartoffel-Salat ""Fruehling"" "" fuer dich?";0;0;1;audio
VP1.9A;537;3.3;3.1;3.4;3.2;;;;ja ich wuerde gerne das Rezept sehen;Rezept;Moechtest du die Zutatenliste sehen?;0;0;1;audio
VP2.1A;538;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;1;audio
VP2.1A;539;2.1;1;2.1;1;1;1;0;Ich moechte Abendessen kochen;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;1;audio
VP2.1A;540;2.1;2.1;2.1;2.1;;;;Vier Stunden;Auf was hast du Lust?;Wieviel Zeit hast du zum Kochen?;0;0;1;audio
VP2.1A;541;2.1;2.1;2.1;2.1;;;;Welche Kategorien gibt es den;15 Minuten, 30 Minuten, 60 Minuten, 120 Minuten;Auf was hast du Lust?;0;0;1;audio
VP2.1A;542;2.1;2.1;2.1;2.1;;;;1.20 Minuten;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;15 Minuten, 30 Minuten, 60 Minuten, 120 Minuten;0;0;1;audio
VP2.1A;543;2.1;2.1;2.1;2.1;;;;gut;Erwartest du Besuch oder kochst du fuer dich allein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;1;audio
VP2.1A;544;2.1;2.1;2.1;2.1;;;;Ich erwarte zwei weitere Personen;gibt es Allergiker?;Erwartest du Besuch oder kochst du fuer dich allein?;0;0;1;audio
VP2.1A;545;2.1;2.1;2.1;2.1;;;;nein;Gibt es spezielle Diaeten? Gibt es Veganer oder Vegetarier?;gibt es Allergiker?;0;0;1;audio
VP2.1A;546;2.1;2.1;2.2;2.1;;;;wir haben einen veganer;Was sind deine Lieblingszutaten?;Gibt es spezielle Diaeten? Gibt es Veganer oder Vegetarier?;0;0;1;audio
VP2.1A;547;2.2;2.1;2.2;2.2;;;;Kuerbis;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;1;audio
VP2.1A;548;2.2;2.2;3.1;2.2;;;;Kuerbis, Brokkoli find ich auch ganz gut;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Kuerbis-Moehren-Brokkoli-Curry mit Kokosmilch"". Wie klingt das fuer dich?";Welches Gemuese magst du?;0;0;1;audio
VP2.1A;549;3.1;2.2;3.2;3.1;0;;;klingt gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Kuerbis-Moehren-Brokkoli-Curry mit Kokosmilch"". Wie klingt das fuer dich?";0;0;1;audio
VP2.1A;550;3.2;3.1;3.3;3.2;;;;bitte gerne;Zutatenliste/ Wie gefallen dir die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;1;audio
VP2.1A;551;3.3;3.2;3.4;3.3;;;;sehr gut, kann ich das Rezept sehen;Rezept;Zutatenliste/ Wie gefallen dir die Zutaten?;0;0;1;audio
VP2.1A;552;4;3.3;-1;3.4;;;;vielen dank;NaN;Rezept;0;0;1;audio
VP2.2A;553;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;1;audio
VP2.2A;554;2.1;1;2.1;1;0;2;1;Suche mir ein veganes rezept raus das ich in einer stunde kochen kann;Auf was hast du Lust?;Hallo! Was kann ich fuer dich tun?;0;0;1;audio
VP2.2A;555;2.1;2.1;2.1;2.1;;;;empfehle mir etwas;Wie stehst du zu deftimen/leichtem/saisonalem Essen?;Auf was hast du Lust?;0;0;1;audio
VP2.2A;556;2.1;2.1;2.1;2.1;;;;ich stehe gut dazu;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;Wie stehst du zu deftimen/leichtem/saisonalem Essen?;0;0;1;audio
VP2.2A;557;2.1;2.1;2.2;2.1;;;;gesund;Welche Zutaten wuerdest du niemals benuetzen?;Wie ernaehrst du dich unter der Woche? Wie am Wochenende?;0;0;1;audio
VP2.2A;558;2.2;2.1;2.2;2.2;;;;Tomaten;Was sind deine Lieblingszutaten?;Welche Zutaten wuerdest du niemals benuetzen?;0;0;1;audio
VP2.2A;559;2.2;2.2;2.2;2.2;;;;Das weiÌÙ ich nicht;Welches Gemuese magst du?;Was sind deine Lieblingszutaten?;0;0;1;audio
VP2.2A;560;2.2;2.2;2.2;2.2;;;;Zwiebeln;Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;Welches Gemuese magst du?;0;0;1;audio
VP2.2A;561;2.2;2.2;3.1;2.2;;;;Reis;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Cashew-Zwiebel-Reis"". Wie klingt das fuer dich?";Welche Kohlenhydratquelle bevorzugst du normalerweise? Beispielsweise Kartoffeln, Nudeln oder Reis?;0;0;1;audio
VP2.2A;562;3.1;2.2;3.4;3.1;0;;;zeig es mir;Rezept;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Cashew-Zwiebel-Reis"". Wie klingt das fuer dich?";0;0;1;audio
VP2.2A;563;3.4;3.1;2.2;3.4;;;;gibt es alternativen;Das tut mir Leid.Welche Zutaten wuerdest du niemals benuetzen?;Rezept;0;0;1;audio
VP2.2A;564;2.2;3.4;3.1;2.2;;;;keine. Zeig mir einfach nur alternativen;"Du hast erwaehnt, dass du Reis, Zwiebeln magst, wie klingt ""Veganer Paprika-Zucchini-Reis mit Sesam"" fuer dich?";Das tut mir Leid.Welche Zutaten wuerdest du niemals benuetzen?;0;0;1;audio
VP2.2A;565;3.1;2.2;3.4;3.1;0;;;gut. Zeig es mir;Rezept;"Du hast erwaehnt, dass du Reis, Zwiebeln magst, wie klingt ""Veganer Paprika-Zucchini-Reis mit Sesam"" fuer dich?";0;0;1;audio
VP2.2A;566;4;3.1;-1;3.4;;;;danke;NaN;Rezept;0;0;1;audio
VP1.2A;567;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;2;audio
VP1.2A;568;2.1;1;2.1;1;0;1;1;Ich brauche einen Kuchen ohne Milchprodukte;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;2;audio
VP1.2A;569;2.1;2.1;2.1;2.1;;;;Ich habe viel Zeit;Wie ausgefallen darf das Rezept sein?;Wieviel Zeit hast du zum Kochen?;0;0;2;audio
VP1.2A;570;2.1;2.1;2.2;2.1;;;;Nicht sehr ausgefallen bitte;Was sind deine Lieblingszutaten?;Wie ausgefallen darf das Rezept sein?;0;0;2;audio
VP1.2A;571;2.2;2.1;3.1;2.2;;;;Marzipan;"Du hast erwaehnt, dass du Marzipan magst, wie klingt ""Apfel-Marzipan-Kuchen"" fuer dich?";Was sind deine Lieblingszutaten?;0;0;2;audio
VP1.2A;572;3.1;2.2;3.2;3.1;0;;;Find ich gut;Moechtest du die Zutatenliste sehen?;"Du hast erwaehnt, dass du Marzipan magst, wie klingt ""Apfel-Marzipan-Kuchen"" fuer dich?";0;0;2;audio
VP1.2A;573;3.2;3.1;3.3;3.2;;;;Ja moechte ich;Zutatenliste / Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;2;audio
VP1.2A;574;3.3;3.2;3.3;3.3;;;;Find ich gut;Moechtest du das Rezept sehen?;Zutatenliste / Wie findest du die Zutaten?;0;0;2;audio
VP1.2A;575;3.3;3.3;3.4;3.3;;;;Ja moechte ich;Link;Moechtest du das Rezept sehen?;0;0;2;audio
VP1.3A;576;1;-1;1;-1;;;;Hey TeleFood;Hallo! Was kann ich fuer dich tun?;;0;0;2;audio
VP1.3A;577;2.1;1;2.1;1;0;1;1;Ich suche ein Kuchenrezept wenn moeglich ohne Milchprodukte;Wieviel Zeit hast du zum Kochen?;Hallo! Was kann ich fuer dich tun?;0;0;2;audio
VP1.3A;578;2.1;2.1;2.1;2.1;;;;Egal wie lange es dauert;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;Wieviel Zeit hast du zum Kochen?;0;0;2;audio
VP1.3A;579;2.1;2.1;2.1;2.1;;;;Ich habe gute Kochfertigkeiten;Wie ausgefallen darf das Rezept sein?;Wie wuerdest du deine Kochfertigkeiten einschaetzen?;0;0;2;audio
VP1.3A;580;2.1;2.1;2.2;2.1;;;;Darf auch ausgefallen sein;Was sind deine Lieblingszutaten in Kuchen?;Wie ausgefallen darf das Rezept sein?;0;0;2;audio
VP1.3A;581;2.2;2.1;3.1;2.2;;;;Erdbeeren und Schokolade;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schoko-Erdbeer-Kuchen"". Wie findest du das Rezept?";Was sind deine Lieblingszutaten in Kuchen?;0;0;2;audio
VP1.3A;582;3.1;2.2;3.2;3.1;0;;;Find ich gut;Moechtest du die Zutatenliste sehen?;"Mithilfe der Zutaten, die du mir genannt hast, habe ich folgendes Rezept gefunden ""Schoko-Erdbeer-Kuchen"". Wie findest du das Rezept?";0;0;2;audio
VP1.3A;583;3.2;3.1;3.3;3.2;;;;Ja;Zutatenliste / Wie findest du die Zutaten?;Moechtest du die Zutatenliste sehen?;0;0;2;audio
